,transfer_year,player_name,team_left,league_left,joined_team,joined_league,fee_in_pounds,transfermarkt_val,position,birth_year,transfer_age
2230,2004,Jussiê,Cruzeiro,Série A,Lens,Ligue 1,1000000.0,-1,Midfielder,1983,21
2232,2004,Marco Caneira,G. Bordeaux,Ligue 1,Valencia,LaLiga,1000000.0,-1,Defender,1979,25
2234,2004,Andreas Jakobsson,Bröndby IF,SAS Ligaen,Southampton,Premier League,1000000.0,1000000,Defender,1972,32
2278,2004,Davide Possanzini,UC AlbinoLeffe,Serie B,US Palermo,Serie A,1000000.0,45000,Forward,1976,28
2279,2004,Davide Possanzini,UC AlbinoLeffe,Serie B,US Palermo,Serie A,1000000.0,45000,Forward,1976,28
2286,2004,Calum Davenport,Coventry,Championship,Spurs,Premier League,1000000.0,-1,Defender,1983,21
2294,2004,Jonathan Greening,Middlesbrough,Premier League,West Brom,Premier League,1000000.0,-1,Midfielder,1979,25
2295,2004,Aaron Mokoena,KRC Genk,Jupiler Pro League,Blackburn,Premier League,810000.0,1000000,Defender,1981,23
2309,2004,Khalid Boulahrouz,RKC Waalwijk,Eredivisie,Hamburger SV,Bundesliga,1000000.0,-1,Defender,1982,22
2311,2004,Élson,Palmeiras,Série A,VfB Stuttgart,Bundesliga,1000000.0,1000000,Midfielder,1982,22
2312,2004,Tommy Bechmann,Esbjerg fB,SAS Ligaen,VfL Bochum,Bundesliga,1000000.0,-1,Forward,1982,22
2313,2004,Facundo Quiroga,Sporting CP,Liga NOS,VfL Wolfsburg,Bundesliga,1000000.0,-1,Defender,1978,26
2314,2004,Sylvinho,Celta de Vigo,2ª División,FC Barcelona,LaLiga,1000000.0,-1,Defender,1974,30
2316,2004,Ben Thatcher,Leicester,Championship,Man City,Premier League,1000000.0,-1,Defender,1976,28
2318,2004,Talal El Karkouri,Paris SG,Ligue 1,Charlton,Premier League,1000000.0,-1,Defender,1976,28
2319,2004,Anthony Seric,Hellas Verona,Serie B,Lazio,Serie A,1000000.0,-1,Defender,1979,25
2320,2004,Florent Balmont,Olympique Lyon,Ligue 1,OGC Nice,Ligue 1,1000000.0,-1,Midfielder,1980,24
2321,2004,Andrea Barzagli,Chievo Verona,Serie A,US Palermo,Serie A,1000000.0,-1,Defender,1981,23
2322,2004,Ben Thatcher,Leicester,Championship,Man City,Premier League,1000000.0,-1,Defender,1976,28
2323,2004,Élson,Palmeiras,Série A,VfB Stuttgart,Bundesliga,1000000.0,1000000,Midfielder,1982,22
2324,2004,Florent Balmont,Olympique Lyon,Ligue 1,OGC Nice,Ligue 1,1000000.0,-1,Midfielder,1980,24
2325,2004,Gilles Yapi,KSK Beveren,Jupiler Pro League,FC Nantes,Ligue 1,1000000.0,-1,Midfielder,1982,22
2327,2004,Giannis Skopelitis,AO Egaleo,A' Ethniki,Portsmouth,Premier League,1000000.0,720000,Midfielder,1978,26
2328,2004,Tommy Bechmann,Esbjerg fB,SAS Ligaen,VfL Bochum,Bundesliga,1000000.0,-1,Forward,1982,22
2333,2004,Nicky Hofs,Vitesse,Eredivisie,Feyenoord,Eredivisie,180000.0,1000000,Midfielder,1983,21
2361,2004,Scott Carson,Leeds,Championship,Liverpool,Premier League,1000000.0,360000,Goalkeeper,1985,19
2362,2004,Romain Pitau,OGC Nice,Ligue 1,FC Sochaux,Ligue 1,1000000.0,-1,Midfielder,1977,27
2364,2004,Romain Pitau,OGC Nice,Ligue 1,FC Sochaux,Ligue 1,1000000.0,-1,Midfielder,1977,27
2366,2004,Tosin Dosunmu,KVC Westerlo,Jupiler Pro League,Austria Vienna,Bundesliga,1000000.0,-1,Defender,1980,24
2367,2004,Mattias Jonson,Bröndby IF,SAS Ligaen,Norwich,Premier League,1000000.0,-1,Forward,1974,30
2370,2004,Manuel Friedrich,Werder Bremen,Bundesliga,1.FSV Mainz 05,Bundesliga,1000000.0,-1,Defender,1979,25
2375,2004,Luigi Pieroni,Exc. Mouscron,Jupiler Pro League,AJ Auxerre,Ligue 1,1000000.0,-1,Forward,1980,24
2376,2004,Daniel Majstorović,Malmö FF,Allsvenskan,Twente FC,Eredivisie,720000.0,1000000,Defender,1977,27
2378,2004,Alexander Östlund,Hammarby,Allsvenskan,Feyenoord,Eredivisie,180000.0,1000000,Defender,1979,25
2380,2004,Konstantinos Chalkias,Panathinaikos,A' Ethniki,Portsmouth,Premier League,135000.0,1000000,Goalkeeper,1974,30
2391,2004,Fernando Sales,Real Valladolid,2ª División,Sevilla FC,LaLiga,1000000.0,-1,Defender,1977,27
2393,2004,Didier Zokora,KRC Genk,Jupiler Pro League,Saint-Étienne,Ligue 1,1000000.0,-1,Midfielder,1981,23
2403,2004,Toño,Recr. Huelva,2ª División,Racing,LaLiga,1000000.0,-1,Goalkeeper,1980,24
2404,2004,Gary Speed,Newcastle,Premier League,Bolton,Premier League,1000000.0,-1,Midfield,1978,26
2405,2004,Stephan Andersen,Akademisk BK,NordicBet LIGA,Charlton,Premier League,990000.0,-1,Goalkeeper,1982,22
2406,2004,Sándor Torghelle,MTK Budapest,NB I.,Crystal Palace,Premier League,990000.0,-1,Forward,1982,22
2411,2004,Marian Hristov,1.FC K'lautern,Bundesliga,VfL Wolfsburg,Bundesliga,900000.0,-1,Midfielder,1973,31
2412,2004,Christoph Preuß,Bay. Leverkusen,Bundesliga,VfL Bochum,Bundesliga,900000.0,-1,Midfielder,1981,23
2413,2004,Thomas Brdaric,Bay. Leverkusen,Bundesliga,VfL Wolfsburg,Bundesliga,900000.0,-1,Forward,1975,29
2414,2004,Piotr Trochowski,Bayern Munich ,Bundesliga,Hamburger SV,Bundesliga,900000.0,900000,Midfielder,1984,20
2415,2004,Bart Goor,Hertha BSC,Bundesliga,Feyenoord,Eredivisie,900000.0,-1,Midfield,1973,31
2416,2004,Federico Giunti,Besiktas,Süper Lig,Bologna,Serie A,900000.0,-1,Midfielder,1971,33
2419,2004,Daniel Jensen,Real Murcia,2ª División,Werder Bremen,Bundesliga,900000.0,-1,Midfielder,1979,25
2420,2004,Gregory Dufer,RSC Charleroi,Jupiler Pro League,SM Caen,Ligue 1,900000.0,-1,Defender,1982,22
2421,2004,Karim Haggui,ES Sahel,Ligue I Pro,R. Strasbourg,Ligue 1,900000.0,-1,Defender,1984,20
2422,2004,Armando Sá,Benfica,Liga NOS,Villarreal,LaLiga,900000.0,-1,Defender,1975,29
2423,2004,René Bolf,Banik Ostrava,Fortuna Liga,AJ Auxerre,Ligue 1,900000.0,-1,Defender,1974,30
2424,2004,Reto Ziegler,Grasshoppers,Super League,Spurs,Premier League,900000.0,-1,Defender,1986,18
2425,2004,Julián Speroni,Dundee FC,Premiership,Crystal Palace,Premier League,900000.0,-1,Goalkeeper,1979,25
2426,2004,Lionel Potillon,Paris SG,Ligue 1,FC Sochaux,Ligue 1,900000.0,-1,Defender,1974,30
2430,2004,Fabiano Rossato,FC Porto,Liga NOS,Real Sociedad,LaLiga,900000.0,-1,Defender,1977,27
2431,2004,Charles N'Zogbia,AC Le Havre,Ligue 2,Newcastle,Premier League,900000.0,-1,Defender,1986,18
2434,2004,José Amavisca,Dep. La Coruña,LaLiga,Espanyol,LaLiga,900000.0,-1,Midfield,1971,33
2435,2004,Noureddine Naybet,Dep. La Coruña,LaLiga,Spurs,Premier League,900000.0,-1,Defender,1970,34
2443,2004,Mamadou Diallo,USM Alger,Division 1,FC Nantes,Ligue 1,630000.0,900000,Forward,1982,22
2447,2004,Peter Skov-Jensen,FC Midtjylland,SAS Ligaen,VfL Bochum,Bundesliga,212000.0,900000,Goalkeeper,1971,33
2525,2004,Darren Purse,Birmingham,Premier League,West Brom,Premier League,810000.0,-1,Defender,1977,27
2527,2004,Stefan Blank,Alem. Aachen,2. Bundesliga,1.FC K'lautern,Bundesliga,450000.0,810000,Defender,1977,27
2543,2004,Otar Khizaneishvili,Dynamo Moscow,Premier Liga,SC Freiburg,Bundesliga,720000.0,720000,Defender,1981,23
2544,2004,Marcello Castellini,Parma,Serie A,Sampdoria,Serie A,720000.0,-1,Defender,1973,31
2547,2004,Agustín Aranzabal,Real Sociedad,LaLiga,Real Zaragoza,LaLiga,720000.0,-1,Defender,1973,31
2549,2004,Jack Tuyp,FC Volendam,Eerste Divisie,FC Groningen,Eredivisie,720000.0,-1,Forward,1983,21
2553,2004,Roberto Bisconti,Standard Liège,Jupiler Pro League,OGC Nice,Ligue 1,720000.0,-1,Midfielder,1973,31
2557,2004,Mimoun Azaouagh,1.FSV Mainz 05,Bundesliga,FC Schalke 04,Bundesliga,585000.0,720000,Midfielder,1983,21
2558,2004,Andreas Ibertsberger,Wüstenrot Sbg,Bundesliga,SC Freiburg,Bundesliga,270000.0,720000,Defender,1982,22
2583,2004,Cory Gibbs,FC Dallas	,MLS,Feyenoord,Eredivisie,693000.0,675000,Defender,1980,24
2585,2004,Csaba Fehér,NAC Breda,Eredivisie,PSV Eindhoven,Eredivisie,689000.0,-1,Midfielder,1975,29
2586,2004,Ricardo Sousa,Boavista,Liga NOS,Hannover 96,Bundesliga,675000.0,-1,Midfielder,1979,25
2587,2004,Valérien Ismaël,R. Strasbourg,Ligue 1,Werder Bremen,Bundesliga,675000.0,-1,Defender,1975,29
2588,2004,Petri Pasanen,Ajax,Eredivisie,Werder Bremen,Bundesliga,675000.0,-1,Defender,1980,24
2589,2004,Mounir El Hamdaoui,Excelsior,Eerste Divisie,Spurs,Premier League,675000.0,540000,Forward,1984,20
2591,2004,Petri Pasanen,Ajax,Eredivisie,Werder Bremen,Bundesliga,675000.0,-1,Defender,1980,24
2592,2004,Márton Fülöp,MTK Budapest,NB I.,Spurs,Premier League,675000.0,-1,Goalkeeper,1988,16
2593,2004,Valérien Ismaël,R. Strasbourg,Ligue 1,Werder Bremen,Bundesliga,675000.0,-1,Defender,1975,29
2596,2004,Mounir El Hamdaoui,Excelsior,Eerste Divisie,Spurs,Premier League,675000.0,540000,Forward,1984,20
2597,2004,Danny Buijs,Excelsior,Eerste Divisie,FC Groningen,Eredivisie,675000.0,-1,Midfielder,1982,22
2599,2004,Youssef Safri,Coventry,Championship,Norwich,Premier League,675000.0,-1,Midfielder,1977,27
2601,2004,Ricardo Sousa,Boavista,Liga NOS,Hannover 96,Bundesliga,675000.0,-1,Midfielder,1979,25
2656,2004,Carlos Aranda,Albacete,LaLiga,Sevilla FC,LaLiga,653000.0,-1,Forward,1980,24
2657,2004,Joonas Kolkka,Bor. M'gladbach,Bundesliga,Crystal Palace,Premier League,630000.0,-1,Defender,1974,30
2660,2004,Koke,Málaga CF,LaLiga,Marseille,Ligue 1,630000.0,-1,Forward,1983,21
2661,2004,Massimo Gobbi,Treviso,Serie B,Cagliari Calcio,Serie A,630000.0,-1,Defender,1981,23
2680,2004,Cristian Zaccardo,Bologna,Serie A,US Palermo,Serie A,612000.0,-1,Defender,1982,22
2682,2004,Marcus Bent,Ipswich,Championship,Everton,Premier League,608000.0,-1,Forward,1978,26
2686,2004,Mario Cantaluppi,FC Basel,Super League,1.FC Nuremberg,Bundesliga,585000.0,-1,Midfielder,1974,30
2687,2004,Martin Stranzl,1860 Munich,2. Bundesliga,VfB Stuttgart,Bundesliga,585000.0,-1,Defender,1980,24
2689,2004,Peter Odemwingie,AA La Louviere,Jupiler Pro League,LOSC Lille,Ligue 1,585000.0,-1,Defender,1981,23
2692,2004,Michael Thurk,Energie Cottbus,2. Bundesliga,1.FSV Mainz 05,Bundesliga,180000.0,585000,Forward,1976,28
2700,2004,Lasse Nilsson,Elfsborg,Allsvenskan,Heerenveen,Eredivisie,563000.0,360000,Forward,1982,22
2704,2004,Blaise Nkufo,Hannover 96,Bundesliga,Twente FC,Eredivisie,540000.0,-1,Forward,1975,29
2709,2004,Diego Camacho,Recr. Huelva,2ª División,Levante,LaLiga,540000.0,-1,Midfielder,1976,28
2710,2004,Njazi Kuqi,FC Lahti,Veikkausliiga,Birmingham,Premier League,450000.0,540000,Forward,1983,21
2732,2004,Matteo Contini,Avellino,Serie C1 - B,Parma,Serie A,522000.0,-1,Defender,1980,24
2734,2004,Carlos Kameni,AC Le Havre,Ligue 2,Espanyol,LaLiga,495000.0,-1,Goalkeeper,1984,20
2738,2004,Alaeddine Yahia,Guingamp,Ligue 2,Southampton,Premier League,473000.0,-1,Defender,1981,23
2741,2004,Digão,São Paulo,Série A,AC Milan,Serie A,450000.0,-1,Defender,1986,18
2742,2004,Conor Casey,Bor. Dortmund,Bundesliga,1.FSV Mainz 05,Bundesliga,450000.0,-1,Forward,1981,23
2743,2004,Michalis Kapsis,AEK Athens,A' Ethniki,G. Bordeaux,Ligue 1,450000.0,-1,Defender,1974,30
2751,2004,Digão,São Paulo,Série A,AC Milan,Serie A,450000.0,-1,Defender,1986,18
2752,2004,Gijs Luirink,FC Volendam,Eerste Divisie,FC Groningen,Eredivisie,450000.0,-1,Defender,1983,21
2753,2004,Mickaël Pagis,FC Sochaux,Ligue 1,R. Strasbourg,Ligue 1,450000.0,-1,Forward,1973,31
2754,2004,Jérôme Leroy,Guingamp,Ligue 2,Lens,Ligue 1,450000.0,-1,Midfielder,1975,29
2757,2004,Marama Vahirua,FC Nantes,Ligue 1,OGC Nice,Ligue 1,450000.0,-1,Forward,1980,24
2758,2004,Aldo Osorio,Lecce,Serie A,CD Numancia,LaLiga,450000.0,-1,Forward,1974,30
2759,2004,Alessandro Grandoni,Sampdoria,Serie A,AS Livorno,Serie A,450000.0,-1,Defender,1977,27
2761,2004,Steve Dugardein,Exc. Mouscron,Jupiler Pro League,SM Caen,Ligue 1,450000.0,-1,Midfielder,1974,30
2763,2004,Aldo Osorio,Lecce,Serie A,CD Numancia,LaLiga,450000.0,-1,Forward,1974,30
2829,2004,Mathieu Flamini,Marseille,Ligue 1,Arsenal,Premier League,432000.0,-1,Midfielder,1984,20
2830,2004,Leandro,BSC Young Boys,Super League,Hannover 96,Bundesliga,405000.0,-1,Forward,1975,29
2834,2004,Aliou Cissé,Birmingham,Premier League,Portsmouth,Premier League,405000.0,-1,Midfielder,1976,28
2853,2004,Roman Wallner,Rapid Vienna,Bundesliga,Hannover 96,Bundesliga,387000.0,-1,Forward,1982,22
2861,2004,Dwight Yorke,Blackburn,Premier League,Birmingham,Premier League,360000.0,-1,Forward,1972,32
2927,2004,Simon Charlton,Bolton,Premier League,Norwich,Premier League,338000.0,-1,Defender,1972,32
2928,2004,Mehdi Pashazadeh,Rapid Vienna,Bundesliga,Sturm Graz,Bundesliga,324000.0,-1,Defender,1974,30
2929,2004,Milan Fukal,Hamburger SV,Bundesliga,Bor. M'gladbach,Bundesliga,315000.0,-1,Defender,1975,29
2932,2004,Samuel Koejoe,Wacker Tirol,Bundesliga,SC Freiburg,Bundesliga,270000.0,315000,Forward,1974,30
2969,2004,Milivoje Vitakic,Red Star,Meridian Prva,LOSC Lille,Ligue 1,277000.0,-1,Defender,1977,27
3042,2004,Delron Buckley,VfL Bochum,Bundesliga,Arm. Bielefeld,Bundesliga,225000.0,-1,Forward,1978,26
3043,2004,Tranquillo Barnetta,FC St. Gallen,Super League,Bay. Leverkusen,Bundesliga,225000.0,-1,Midfielder,1985,19
3052,2004,Aleksey Eremenko Jr.,HJK Helsinki,Veikkausliiga,Lecce,Serie A,225000.0,-1,Midfielder,1983,21
3058,2004,Paul Dickov,Leicester,Championship,Blackburn,Premier League,203000.0,-1,Forward,1973,31
3059,2004,Tal Ben Haim,M. Tel Aviv,Ligat ha'Al,Bolton,Premier League,203000.0,-1,Defender,1982,22
3063,2004,Karim Saïdi,Club Africain,Ligue I Pro,Feyenoord,Eredivisie,189000.0,-1,Defender,1983,21
3066,2005,Michael Essien,Olympique Lyon,Ligue 1,Chelsea,Premier League,34000000.0,20000000,Midfielder,1983,22
3067,2005,Patrick Vieira,Arsenal,Premier League,Juventus,Serie A,18000000.0,31000000,Midfielder,1976,29
3068,2005,Shaun Wright-Phillips,Man City,Premier League,Chelsea,Premier League,28000000.0,8000000,Defender,1982,23
3069,2005,Sergio Ramos,Sevilla FC,LaLiga,Real Madrid,LaLiga,24000000.0,24000000,Defender,1986,19
3070,2005,Alberto Gilardino,Parma,Serie A,AC Milan,Serie A,22000000.0,18000000,Forward,1982,23
3071,2005,Michael Owen,Real Madrid,LaLiga,Newcastle,Premier League,22000000.0,19000000,Forward,1980,25
3072,2005,Robinho,Santos FC,Série A,Real Madrid,LaLiga,21000000.0,22000000,Forward,1984,21
3073,2005,Júlio Baptista,Sevilla FC,LaLiga,Real Madrid,LaLiga,18000000.0,22000000,Midfielder,1981,24
3074,2005,Antonio Cassano,AS Roma,Serie A,Real Madrid,LaLiga,4000000.0,21000000,Forward,1982,23
3075,2005,Albert Luque,Dep. La Coruña,LaLiga,Newcastle,Premier League,18000000.0,18000000,Forward,1978,27
3076,2005,Marek Jankulovski,Udinese,Serie A,AC Milan,Serie A,7000000.0,18000000,Defender,1977,28
3080,2005,Milan Baros,Liverpool,Premier League,Aston Villa,Premier League,7000000.0,15000000,Forward,1982,23
3081,2005,Wálter Samuel,Real Madrid,LaLiga,Inter,Serie A,14000000.0,15000000,Defender,1978,27
3082,2005,Fred,Cruzeiro,Série A,Olympique Lyon,Ligue 1,14000000.0,6000000,Forward,1983,22
3083,2005,Aleksandr Hleb,VfB Stuttgart,Bundesliga,Arsenal,Premier League,13000000.0,7000000,Midfielder,1981,24
3084,2005,Jermaine Jenas,Newcastle,Premier League,Spurs,Premier League,13000000.0,8000000,Midfielder,1983,22
3085,2005,Luca Toni,US Palermo,Serie A,Fiorentina,Serie A,9000000.0,13000000,Forward,1977,28
3086,2005,Miguel,Benfica,Liga NOS,Valencia,LaLiga,7000000.0,13000000,Defender,1980,25
3087,2005,Jon Dahl Tomasson,AC Milan,Serie A,VfB Stuttgart,Bundesliga,6000000.0,13000000,Forward,1976,29
3089,2005,Fabrizio Miccoli,Fiorentina,Serie A,Juventus,Serie A,2000000.0,13000000,Forward,1979,26
3091,2005,Mateja Kezman,Chelsea,Premier League,Atlético Madrid,LaLiga,8000000.0,12000000,Forward,1979,26
3093,2005,Andy van der Meyde,Inter,Serie A,Everton,Premier League,8000000.0,11000000,Defender,1979,26
3094,2005,Mohamed Sissoko,Valencia,LaLiga,Liverpool,Premier League,10000000.0,3000000,Midfielder,1985,20
3095,2005,David Pizarro,Udinese,Serie A,Inter,Serie A,10000000.0,10000000,Midfielder,1979,26
3096,2005,Asier del Horno,Athletic,LaLiga,Chelsea,Premier League,10000000.0,10000000,Defender,1981,24
3097,2005,David Villa,Real Zaragoza,LaLiga,Valencia,LaLiga,10000000.0,10000000,Forward,1982,23
3098,2005,Emre Belözoglu,Inter,Serie A,Newcastle,Premier League,4000000.0,10000000,Midfielder,1980,25
3099,2005,Ewerthon,Bor. Dortmund,Bundesliga,Real Zaragoza,LaLiga,3000000.0,10000000,Forward,1981,24
3104,2005,Scott Parker,Chelsea,Premier League,Newcastle,Premier League,8000000.0,9000000,Midfielder,1981,24
3105,2005,Dean Ashton,Norwich,Championship,West Ham,Premier League,9000000.0,5000000,Forward,1984,21
3106,2005,Theo Walcott,Southampton,Championship,Arsenal,Premier League,9000000.0,2000000,Defender,1989,16
3107,2005,Peter Crouch,Southampton,Championship,Liverpool,Premier League,9000000.0,9000000,Forward,1981,24
3108,2005,Nemanja Vidic‎,Spartak Moscow,Premier Liga,Man Utd,Premier League,9000000.0,7000000,Defender,1982,23
3110,2005,Tiago,Chelsea,Premier League,Olympique Lyon,Ligue 1,9000000.0,9000000,Midfielder,1981,24
3111,2005,Emmanuel Adebayor,Monaco,Ligue 1,Arsenal,Premier League,9000000.0,6000000,Forward,1984,21
3112,2005,Martin Petrov,VfL Wolfsburg,Bundesliga,Atlético Madrid,LaLiga,9000000.0,6000000,Forward,1979,26
3114,2005,Luís Fabiano,FC Porto,Liga NOS,Sevilla FC,LaLiga,9000000.0,9000000,Forward,1981,24
3121,2005,Pepe Reina,Villarreal,LaLiga,Liverpool,Premier League,8000000.0,4000000,Goalkeeper,1982,23
3122,2005,Yakubu Aiyegbeni,Portsmouth,Premier League,Middlesbrough,Premier League,8000000.0,8000000,Forward,1983,22
3124,2005,Andrea Caracciolo,Brescia,Serie B,US Palermo,Serie A,8000000.0,7000000,Forward,1981,24
3125,2005,Klaas-Jan Huntelaar,Heerenveen,Eredivisie,Ajax,Eredivisie,8000000.0,4000000,Forward,1983,22
3126,2005,Giorgio Chiellini,Fiorentina,Serie A,Juventus,Serie A,6000000.0,8000000,Defender,1984,21
3127,2005,Craig Bellamy,Newcastle,Premier League,Blackburn,Premier League,6000000.0,8000000,Forward,1979,26
3128,2005,Benoît Pedretti,Marseille,Ligue 1,Olympique Lyon,Ligue 1,6000000.0,8000000,Midfielder,1981,24
3129,2005,Torsten Frings,Bayern Munich ,Bundesliga,Werder Bremen,Bundesliga,4000000.0,8000000,Midfielder,1977,28
3137,2005,Daniel Agger,Bröndby IF,SAS Ligaen,Liverpool,Premier League,7000000.0,360000,Defender,1985,20
3138,2005,Valérien Ismaël,Werder Bremen,Bundesliga,Bayern Munich ,Bundesliga,7000000.0,7000000,Defender,1975,30
3139,2005,Georgios Samaras,Heerenveen,Eredivisie,Man City,Premier League,7000000.0,2000000,Forward,1985,20
3140,2005,Georgios Samaras,Heerenveen,Eredivisie,Man City,Premier League,7000000.0,2000000,Forward,1985,20
3141,2005,Patrice Evra,Monaco,Ligue 1,Man Utd,Premier League,7000000.0,6000000,Defender,1981,24
3143,2005,Kevin Kuranyi,VfB Stuttgart,Bundesliga,FC Schalke 04,Bundesliga,6000000.0,7000000,Forward,1982,23
3144,2005,Jan Kromkamp,AZ Alkmaar,Eredivisie,Villarreal,LaLiga,5000000.0,7000000,Defender,1980,25
3145,2005,Rafael van der Vaart,Ajax,Eredivisie,Hamburger SV,Bundesliga,4000000.0,7000000,Midfielder,1983,22
3147,2005,Mikel Arteta,Real Sociedad,LaLiga,Everton,Premier League,2000000.0,7000000,Midfielder,1982,23
3149,2005,Fábio Rochemback,FC Barcelona,LaLiga,Middlesbrough,Premier League,1000000.0,7000000,Midfielder,1982,23
3155,2005,John Carew,Besiktas,Süper Lig,Olympique Lyon,Ligue 1,6000000.0,6000000,Forward,1979,26
3156,2005,Domenico Morfeo,Inter,Serie A,Parma,Serie A,6000000.0,5000000,Midfielder,1976,29
3157,2005,Stephen Makinwa,Atalanta,Serie B,US Palermo,Serie A,6000000.0,4000000,Forward,1983,22
3158,2005,Frédéric Kanouté,Spurs,Premier League,Sevilla FC,LaLiga,5000000.0,6000000,Forward,1977,28
3159,2005,Enzo Maresca,Juventus,Serie A,Sevilla FC,LaLiga,2000000.0,6000000,Midfielder,1980,25
3160,2005,Wálter Pandiani,Birmingham,Premier League,Espanyol,LaLiga,1000000.0,6000000,Forward,1976,29
3164,2005,Ji-sung Park,PSV Eindhoven,Eredivisie,Man Utd,Premier League,6000000.0,4000000,Midfielder,1981,24
3165,2005,Per Kröldrup,Everton,Premier League,Fiorentina,Serie A,3000000.0,6000000,Defender,1979,26
3166,2005,Mamadou Niang,R. Strasbourg,Ligue 1,Marseille,Ligue 1,6000000.0,4000000,Forward,1980,25
3167,2005,Per Kröldrup,Udinese,Serie A,Everton,Premier League,6000000.0,6000000,Defender,1979,26
3168,2005,John Utaka,Lens,Ligue 1,Stade Rennais,Ligue 1,5000000.0,6000000,Forward,1982,23
3169,2005,Maxi Rodríguez,Espanyol,LaLiga,Atlético Madrid,LaLiga,4000000.0,6000000,Forward,1981,24
3170,2005,Mikael Forssell,Chelsea,Premier League,Birmingham,Premier League,4000000.0,6000000,Forward,1981,24
3172,2005,Santiago Solari,Real Madrid,LaLiga,Inter,Serie A,1000000.0,6000000,Midfield,1976,29
3175,2005,El-Hadji Diouf,Liverpool,Premier League,Bolton,Premier League,4000000.0,5000000,Forward,1981,24
3176,2005,Jesper Grönkjaer,Atlético Madrid,LaLiga,VfB Stuttgart,Bundesliga,2000000.0,5000000,Forward,1977,28
3177,2005,Santos,FC Sochaux,Ligue 1,Toulouse,Ligue 1,2000000.0,5000000,Forward,1979,26
3182,2005,Henri Camara,Wolves,Championship,Wigan,Premier League,5000000.0,3000000,Forward,1977,28
3184,2005,Camel Meriem,G. Bordeaux,Ligue 1,Monaco,Ligue 1,5000000.0,5000000,Midfielder,1980,25
3185,2005,Valon Behrami,Genoa,Serie C1 - A,Lazio,Serie A,5000000.0,450000,Midfielder,1985,20
3186,2005,Manuel Pasqual,Arezzo,Serie B,Fiorentina,Serie A,5000000.0,1000000,Defender,1982,23
3187,2005,Benjani,AJ Auxerre,Ligue 1,Portsmouth,Premier League,5000000.0,3000000,Forward,1978,27
3189,2005,Beto Severo,Sporting CP,Liga NOS,G. Bordeaux,Ligue 1,900000.0,5000000,Defender,1976,29
3200,2005,Darius Vassell,Aston Villa,Premier League,Man City,Premier League,3000000.0,5000000,Forward,1980,25
3204,2005,Riccardo Montolivo,Atalanta,Serie B,Fiorentina,Serie A,4000000.0,4000000,Midfielder,1985,20
3205,2005,Markus Rosenberg,Malmö FF,Allsvenskan,Ajax,Eredivisie,4000000.0,4000000,Forward,1982,23
3206,2005,Simon Davies,Spurs,Premier League,Everton,Premier League,4000000.0,4000000,Midfield,1980,25
3214,2005,Phil Neville,Man Utd,Premier League,Everton,Premier League,4000000.0,4000000,Defender,1977,28
3216,2005,Danny Murphy,Charlton,Premier League,Spurs,Premier League,2000000.0,4000000,Midfielder,1977,28
3219,2005,Slobodan Rajkovic,OFK Beograd,Meridian Prva,Chelsea,Premier League,4000000.0,-1,Defender,1989,16
3221,2005,Thomas Kahlenberg,Bröndby IF,SAS Ligaen,AJ Auxerre,Ligue 1,4000000.0,1000000,Midfielder,1983,22
3222,2005,Carlos Diogo,River Plate,Torneo Final,Real Madrid,LaLiga,4000000.0,2000000,Defender,1983,22
3223,2005,Sylvain Monsoreau,FC Sochaux,Ligue 1,Olympique Lyon,Ligue 1,4000000.0,4000000,Defender,1981,24
3224,2005,Jérémy Mathieu,FC Sochaux,Ligue 1,Toulouse,Ligue 1,4000000.0,3000000,Defender,1984,21
3225,2005,Rafinha,Coritiba FC,Série A,FC Schalke 04,Bundesliga,4000000.0,4000000,Defender,1985,20
3226,2005,Michele Canini,Atalanta,Serie B,Cagliari Calcio,Serie A,4000000.0,225000,Defender,1985,20
3227,2005,Barreto,Treviso,Serie A,Udinese,Serie A,4000000.0,900000,Forward,1985,20
3228,2005,Timmy Simons,Club Brugge,Jupiler Pro League,PSV Eindhoven,Eredivisie,4000000.0,4000000,Midfielder,1977,28
3229,2005,Wilfred Bouma,PSV Eindhoven,Eredivisie,Aston Villa,Premier League,4000000.0,4000000,Defender,1978,27
3231,2005,Cicinho,São Paulo,Série A,Real Madrid,LaLiga,3000000.0,4000000,Defender,1980,25
3233,2005,Aruna Dindane,RSC Anderlecht,Jupiler Pro League,Lens,Ligue 1,2000000.0,4000000,Forward,1981,24
3235,2005,Nolberto Solano,Aston Villa,Premier League,Newcastle,Premier League,2000000.0,4000000,Midfield,1975,30
3236,2005,Nuno Valente,FC Porto,Liga NOS,Everton,Premier League,1000000.0,4000000,Defender,1974,31
3238,2005,Kevin Phillips,Southampton,Championship,Aston Villa,Premier League,1000000.0,4000000,Forward,1973,32
3240,2005,Nastja Ceh,Club Brugge,Jupiler Pro League,Austria Vienna,Bundesliga,450000.0,4000000,Midfielder,1978,27
3254,2005,Edwin van der Sar,Fulham,Premier League,Man Utd,Premier League,3000000.0,4000000,Goalkeeper,1971,34
3255,2005,Albert Riera,G. Bordeaux,Ligue 1,Espanyol,LaLiga,2000000.0,4000000,Forward,1982,23
3256,2005,Christian Giménez,FC Basel,Super League,Marseille,Ligue 1,630000.0,4000000,Forward,1975,30
3260,2005,Tom Huddlestone,Derby,Championship,Spurs,Premier League,4000000.0,4000000,Midfielder,1987,18
