,transfer_year,player_name,team_left,league_left,joined_team,joined_league,fee_in_pounds,transfermarkt_val,position,birth_year,transfer_age
3168,2005,John Utaka,Lens,Ligue 1,Stade Rennais,Ligue 1,5000000.0,6000000,Forward,1982,23
3169,2005,Maxi Rodríguez,Espanyol,LaLiga,Atlético Madrid,LaLiga,4000000.0,6000000,Forward,1981,24
3170,2005,Mikael Forssell,Chelsea,Premier League,Birmingham,Premier League,4000000.0,6000000,Forward,1981,24
3171,2005,Clinton Morrison,Birmingham,Premier League,Crystal Palace,Championship,2000000.0,6000000,Forward,1979,26
3172,2005,Santiago Solari,Real Madrid,LaLiga,Inter,Serie A,1000000.0,6000000,Midfield,1976,29
3175,2005,El-Hadji Diouf,Liverpool,Premier League,Bolton,Premier League,4000000.0,5000000,Forward,1981,24
3176,2005,Jesper Grönkjaer,Atlético Madrid,LaLiga,VfB Stuttgart,Bundesliga,2000000.0,5000000,Forward,1977,28
3177,2005,Santos,FC Sochaux,Ligue 1,Toulouse,Ligue 1,2000000.0,5000000,Forward,1979,26
3178,2005,Aleksey Smertin,Chelsea,Premier League,Dynamo Moscow,Premier Liga,1000000.0,5000000,Midfielder,1975,30
3184,2005,Camel Meriem,G. Bordeaux,Ligue 1,Monaco,Ligue 1,5000000.0,5000000,Midfielder,1980,25
3187,2005,Benjani,AJ Auxerre,Ligue 1,Portsmouth,Premier League,5000000.0,3000000,Forward,1978,27
3188,2005,Sebastián Battaglia,Villarreal,LaLiga,Boca Juniors,Torneo Final,1000000.0,5000000,Midfielder,1981,24
3200,2005,Darius Vassell,Aston Villa,Premier League,Man City,Premier League,3000000.0,5000000,Forward,1980,25
3206,2005,Simon Davies,Spurs,Premier League,Everton,Premier League,4000000.0,4000000,Midfield,1980,25
3207,2005,Kléberson,Man Utd,Premier League,Besiktas,Süper Lig,2000000.0,4000000,Midfielder,1979,26
3214,2005,Phil Neville,Man Utd,Premier League,Everton,Premier League,4000000.0,4000000,Defender,1977,28
3215,2005,Robert Earnshaw,West Brom,Premier League,Norwich,Championship,3000000.0,4000000,Forward,1981,24
3216,2005,Danny Murphy,Charlton,Premier League,Spurs,Premier League,2000000.0,4000000,Midfielder,1977,28
3223,2005,Sylvain Monsoreau,FC Sochaux,Ligue 1,Olympique Lyon,Ligue 1,4000000.0,4000000,Defender,1981,24
3224,2005,Jérémy Mathieu,FC Sochaux,Ligue 1,Toulouse,Ligue 1,4000000.0,3000000,Defender,1984,21
3227,2005,Barreto,Treviso,Serie A,Udinese,Serie A,4000000.0,900000,Forward,1985,20
3229,2005,Wilfred Bouma,PSV Eindhoven,Eredivisie,Aston Villa,Premier League,4000000.0,4000000,Defender,1978,27
3230,2005,Mozart,Reggina,Serie A,Spartak Moscow,Premier Liga,4000000.0,4000000,Midfielder,1980,25
3234,2005,França,Bay. Leverkusen,Bundesliga,Kashiwa Reysol,J.League Div.1,2000000.0,4000000,Forward,1976,29
3235,2005,Nolberto Solano,Aston Villa,Premier League,Newcastle,Premier League,2000000.0,4000000,Midfield,1975,30
3254,2005,Edwin van der Sar,Fulham,Premier League,Man Utd,Premier League,3000000.0,4000000,Goalkeeper,1971,34
3255,2005,Albert Riera,G. Bordeaux,Ligue 1,Espanyol,LaLiga,2000000.0,4000000,Forward,1982,23
3263,2005,Martin Stranzl,VfB Stuttgart,Bundesliga,Spartak Moscow,Premier Liga,4000000.0,3000000,Defender,1980,25
3266,2005,Nathan Ellington,Wigan,Premier League,West Brom,Premier League,4000000.0,2000000,Forward,1981,24
3269,2005,Nigel de Jong,Ajax,Eredivisie,Hamburger SV,Bundesliga,1000000.0,4000000,Midfielder,1985,20
3286,2005,Pablo García,CA Osasuna,LaLiga,Real Madrid,LaLiga,3000000.0,3000000,Midfielder,1977,28
3293,2005,Shunsuke Nakamura,Reggina,Serie A,Celtic,Premiership,3000000.0,2000000,Midfielder,1978,27
3294,2005,Steffen Hofmann,Rapid Vienna,Bundesliga,1860 Munich,2. Bundesliga,630000.0,3000000,Midfielder,1980,25
3295,2005,Emiliano Bonazzoli,Reggina,Serie A,Parma,Serie A,3000000.0,3000000,Forward,1979,26
3297,2005,Mike Hanke,FC Schalke 04,Bundesliga,VfL Wolfsburg,Bundesliga,3000000.0,1000000,Forward,1984,21
3299,2005,Lorik Cana,Paris SG,Ligue 1,Marseille,Ligue 1,3000000.0,-1,Midfielder,1983,22
3300,2005,Andreas Ivanschitz,Rapid Vienna,Bundesliga,RB Salzburg,Bundesliga,3000000.0,3000000,Midfielder,1984,21
3302,2005,Eduardo Costa,Marseille,Ligue 1,Espanyol,LaLiga,3000000.0,2000000,Midfielder,1982,23
3305,2005,Reinaldo,Paris SG,Ligue 1,Kashiwa Reysol,J.League Div.1,3000000.0,3000000,Forward,1979,26
3306,2005,Yossi Benayoun,Racing,LaLiga,West Ham,Premier League,3000000.0,3000000,Defender,1980,25
3308,2005,Vikash Dhorasoo,AC Milan,Serie A,Paris SG,Ligue 1,2000000.0,3000000,Midfielder,1974,31
3309,2005,Fabrice Pancrate,Le Mans UC 72,Ligue 1,Paris SG,Ligue 1,2000000.0,3000000,Defender,1980,25
3310,2005,Frédéric Piquionne,Stade Rennais,Ligue 1,Saint-Étienne,Ligue 1,2000000.0,3000000,Forward,1979,26
3311,2005,Pascal Feindouno,G. Bordeaux,Ligue 1,Saint-Étienne,Ligue 1,2000000.0,3000000,Defender,1981,24
3312,2005,Alou Diarra,Liverpool,Premier League,Lens,Ligue 1,2000000.0,3000000,Midfielder,1981,24
3314,2005,Young-pyo Lee,PSV Eindhoven,Eredivisie,Spurs,Premier League,1000000.0,3000000,Defender,1977,28
3315,2005,Thomas Brdaric,VfL Wolfsburg,Bundesliga,Hannover 96,Bundesliga,1000000.0,3000000,Forward,1975,30
3317,2005,Marco Donadel,AC Milan,Serie A,Fiorentina,Serie A,1000000.0,3000000,Midfielder,1983,22
3318,2005,Olivier Sorlin,Monaco,Ligue 1,Stade Rennais,Ligue 1,900000.0,3000000,Midfielder,1979,26
3319,2005,Jajá,Feyenoord,Eredivisie,Getafe,LaLiga,900000.0,3000000,Forward,1986,19
3320,2005,Jermaine Pennant,Arsenal,Premier League,Birmingham,Premier League,675000.0,3000000,Defender,1983,22
3322,2005,Jérôme Leroy,Lens,Ligue 1,B. Jerusalem,Ligat ha'Al,450000.0,3000000,Midfielder,1975,30
3354,2005,Rabiu Afolabi,Austria Vienna,Bundesliga,FC Sochaux,Ligue 1,1000000.0,3000000,Defender,1980,25
3359,2005,Shinji Ono,Feyenoord,Eredivisie,Urawa Reds,J.League Div.1,2000000.0,3000000,Midfielder,1979,26
3361,2005,Luciano Figueroa,Villarreal,LaLiga,River Plate,Torneo Final,1000000.0,3000000,Forward,1981,24
3376,2005,Grzegorz Rasiak,Spurs,Premier League,Southampton,Championship,2000000.0,3000000,Forward,1979,26
3377,2005,Andrew O'Brien,Newcastle,Premier League,Portsmouth,Premier League,2000000.0,3000000,Defender,1979,26
3378,2005,Wesley Sonck,Ajax,Eredivisie,Bor. M'gladbach,Bundesliga,2000000.0,3000000,Forward,1978,27
3379,2005,Paul Konchesky,Charlton,Premier League,West Ham,Premier League,2000000.0,3000000,Defender,1981,24
3381,2005,Giannis Amanatidis,1.FC K'lautern,Bundesliga,E. Frankfurt,Bundesliga,1000000.0,3000000,Forward,1982,23
3382,2005,Aaron Hughes,Newcastle,Premier League,Aston Villa,Premier League,1000000.0,3000000,Defender,1980,25
3384,2005,Vahid Hashemian,Bayern Munich ,Bundesliga,Hannover 96,Bundesliga,1000000.0,3000000,Forward,1976,29
3386,2005,Hanno Balitsch,1.FSV Mainz 05,Bundesliga,Hannover 96,Bundesliga,900000.0,3000000,Midfielder,1981,24
3387,2005,Bernardo Romeo,Hamburger SV,Bundesliga,CA Osasuna,LaLiga,900000.0,3000000,Forward,1977,28
3388,2005,Mickaël Pagis,R. Strasbourg,Ligue 1,Marseille,Ligue 1,900000.0,3000000,Forward,1973,32
3423,2005,Bryan Bergougnoux,Olympique Lyon,Ligue 1,Toulouse,Ligue 1,3000000.0,2000000,Midfielder,1983,22
3426,2005,Daniel Majstorović,Twente FC,Eredivisie,FC Basel,Super League,1000000.0,2000000,Defender,1977,28
3427,2005,Patrick Owomoyela,Arm. Bielefeld,Bundesliga,Werder Bremen,Bundesliga,1000000.0,2000000,Defender,1980,25
3432,2005,Abou Diaby,AJ Auxerre,Ligue 1,Arsenal,Premier League,2000000.0,2000000,Midfielder,1986,19
3435,2005,Hossam Ghaly,Feyenoord,Eredivisie,Spurs,Premier League,2000000.0,2000000,Midfielder,1982,23
3439,2005,Erik Edman,Spurs,Premier League,Stade Rennais,Ligue 1,2000000.0,2000000,Defender,1979,26
3440,2005,Marcus Bent,Everton,Premier League,Charlton,Premier League,2000000.0,2000000,Forward,1978,27
3444,2005,Luis García,RCD Mallorca,LaLiga,Espanyol,LaLiga,2000000.0,2000000,Midfielder,1981,24
3447,2005,Amr Zaki,Enppi SC,Premier League,Loko Moscow,Premier Liga,2000000.0,-1,Forward,1983,22
3450,2005,Amr Zaki,Enppi SC,Premier League,Loko Moscow,Premier Liga,2000000.0,-1,Forward,1983,22
3452,2005,Emanuel Pogatetz,Bay. Leverkusen,Bundesliga,Middlesbrough,Premier League,2000000.0,2000000,Defender,1983,22
3453,2005,Jon Stead,Blackburn,Premier League,Sunderland,Premier League,2000000.0,2000000,Forward,1983,22
3454,2005,Thimothée Atouba,Spurs,Premier League,Hamburger SV,Bundesliga,2000000.0,2000000,Defender,1982,23
3456,2005,Michael Brown,Spurs,Premier League,Fulham,Premier League,2000000.0,2000000,Midfielder,1977,28
3460,2005,Julien Escudé,Ajax,Eredivisie,Sevilla FC,LaLiga,1000000.0,2000000,Defender,1979,26
3461,2005,Bart Goor,Feyenoord,Eredivisie,RSC Anderlecht,Jupiler Pro League,1000000.0,2000000,Midfield,1973,32
3462,2005,Julien Rodriguez,Monaco,Ligue 1,Rangers,Premiership,1000000.0,2000000,Defender,1978,27
3464,2005,Hakan Yakin,VfB Stuttgart,Bundesliga,BSC Young Boys,Super League,900000.0,2000000,Midfielder,1977,28
3467,2005,Darren Purse,West Brom,Premier League,Cardiff,Championship,810000.0,2000000,Defender,1977,28
3471,2005,Hugo Ibarra,Espanyol,LaLiga,Boca Juniors,Torneo Final,450000.0,2000000,Defender,1974,31
3476,2005,Ricardo Fuller,Portsmouth,Premier League,Southampton,Championship,135000.0,2000000,Forward,1980,25
3536,2005,Mario Bazina,Grazer AK,Bundesliga,Rapid Vienna,Bundesliga,1000000.0,2000000,Forward,1975,30
3538,2005,Muhammet Akagündüz,SV Ried,Bundesliga,Rapid Vienna,Bundesliga,180000.0,2000000,Forward,1978,27
3547,2005,Stepan Vachousek,Marseille,Ligue 1,Austria Vienna,Bundesliga,1000000.0,2000000,Midfield,1979,26
3562,2005,Quincy Owusu-Abeyie,Arsenal,Premier League,Spartak Moscow,Premier Liga,2000000.0,675000,Forward,1986,19
3563,2005,Luciano Galletti,Real Zaragoza,LaLiga,Atlético Madrid,LaLiga,2000000.0,1000000,Defender,1980,25
3569,2005,Ron Vlaar,AZ Alkmaar,Eredivisie,Feyenoord,Eredivisie,2000000.0,1000000,Defender,1985,20
3576,2005,Gustavo Nery,Werder Bremen,Bundesliga,Corinthians,Série A,1000000.0,2000000,Defender,1977,28
3581,2005,Sergio García,FC Barcelona,LaLiga,Real Zaragoza,LaLiga,1000000.0,2000000,Forward,1983,22
3582,2005,Robbie Blake,Birmingham,Premier League,Leeds,Championship,1000000.0,2000000,Forward,1976,29
3583,2005,René Aufhauser,Grazer AK,Bundesliga,RB Salzburg,Bundesliga,1000000.0,2000000,Defender,1976,29
3584,2005,Mario Regueiro,Racing,LaLiga,Valencia,LaLiga,1000000.0,2000000,Forward,1978,27
3588,2005,Franck Signorino,FC Metz,Ligue 1,FC Nantes,Ligue 1,900000.0,2000000,Defender,1981,24
3592,2005,Imre Szabics,VfB Stuttgart,Bundesliga,1. FC Köln,Bundesliga,450000.0,2000000,Forward,1981,24
3594,2005,Delron Buckley,Arm. Bielefeld,Bundesliga,Bor. Dortmund,Bundesliga,383000.0,2000000,Forward,1978,27
3598,2005,Dennis Gentenaar,NEC Nijmegen,Eredivisie,Bor. Dortmund,Bundesliga,135000.0,2000000,Goalkeeper,1975,30
3680,2005,Marek Heinz,Bor. M'gladbach,Bundesliga,Galatasaray,Süper Lig,2000000.0,1000000,Forward,1977,28
3681,2005,Darren Carter,Birmingham,Premier League,West Brom,Premier League,2000000.0,2000000,Midfielder,1984,21
3683,2005,John Welsh,Liverpool,Premier League,Hull City,Championship,2000000.0,225000,Midfielder,1984,21
3686,2005,Jon Macken,Man City,Premier League,Crystal Palace,Championship,900000.0,2000000,Forward,1977,28
3687,2005,Mario Tokic,Grazer AK,Bundesliga,Austria Vienna,Bundesliga,810000.0,2000000,Defender,1975,30
3708,2005,Koji Nakata,Marseille,Ligue 1,FC Basel,Super League,630000.0,1000000,Midfielder,1979,26
3711,2005,Javier Arizmendi,Atlético Madrid,LaLiga,Dep. La Coruña,LaLiga,1000000.0,1000000,Forward,1984,21
3713,2005,Felipe Melo,RCD Mallorca,LaLiga,Racing,LaLiga,1000000.0,-1,Midfielder,1983,22
3716,2005,Anthony Seric,Lazio,Serie A,Panathinaikos,A' Ethniki,1000000.0,540000,Defender,1979,26
3721,2005,Chun-soo Lee,Real Sociedad,LaLiga,Ulsan Hyundai,K League - 2nd Stage,1000000.0,1000000,Forward,1981,24
3727,2005,Miguel Ángel,Málaga CF,LaLiga,Real Betis,LaLiga,1000000.0,1000000,Midfielder,1978,27
3736,2005,David Bentley,Arsenal,Premier League,Blackburn,Premier League,1000000.0,1000000,Midfield,1984,21
3739,2005,Mehdi Nafti,Racing,LaLiga,Birmingham,Premier League,1000000.0,1000000,Midfielder,1979,26
3744,2005,Olaf Lindenbergh,AZ Alkmaar,Eredivisie,Ajax,Eredivisie,1000000.0,1000000,Midfielder,1974,31
3752,2005,Daniel Bierofka,Bay. Leverkusen,Bundesliga,VfB Stuttgart,Bundesliga,540000.0,1000000,Midfield,1979,26
3755,2005,Michalis Kapsis,G. Bordeaux,Ligue 1,Olympiacos,A' Ethniki,450000.0,1000000,Defender,1974,31
3756,2005,Matthew Amoah,Vitesse,Eredivisie,Bor. Dortmund,Bundesliga,360000.0,1000000,Forward,1981,24
3760,2005,Dean Kiely,Charlton,Premier League,Portsmouth,Premier League,225000.0,1000000,Goalkeeper,1971,34
3761,2005,Remco van der Schaaf,PSV Eindhoven,Eredivisie,Vitesse,Eredivisie,207000.0,1000000,Defender,1979,26
3869,2005,Alan Mahon,Wigan,Premier League,Burnley,Championship,270000.0,1000000,Midfield,1978,27
3872,2005,Mattia Cassani,Juventus,Serie A,Hellas Verona,Serie B,1000000.0,540000,Defender,1983,22
3873,2005,Geoff Horsfield,West Brom,Premier League,Sheff Utd,Championship,1000000.0,1000000,Forward,1974,31
3877,2005,Erjon Bogdani,Reggina,Serie A,Siena,Serie A,1000000.0,1000000,Forward,1977,28
3894,2005,Darren Ambrose,Newcastle,Premier League,Charlton,Premier League,1000000.0,1000000,Midfield,1984,21
3896,2005,Kasper Bögelund,PSV Eindhoven,Eredivisie,Bor. M'gladbach,Bundesliga,900000.0,1000000,Defender,1980,25
3899,2005,Ebi Smolarek,Feyenoord,Eredivisie,Bor. Dortmund,Bundesliga,675000.0,1000000,Forward,1981,24
3900,2005,Arkadiusz Radomski,Heerenveen,Eredivisie,Austria Vienna,Bundesliga,540000.0,1000000,Midfielder,1977,28
3939,2005,Rick Hoogendorp,RKC Waalwijk,Eredivisie,VfL Wolfsburg,Bundesliga,1000000.0,1000000,Forward,1975,30
3941,2005,Stijn Schaars,Vitesse,Eredivisie,AZ Alkmaar,Eredivisie,1000000.0,540000,Midfielder,1984,21
3946,2005,Rob Hulse,West Brom,Premier League,Leeds,Championship,1000000.0,900000,Forward,1980,25
3952,2005,Pascal Johansen,Marseille,Ligue 1,R. Strasbourg,Ligue 1,135000.0,1000000,Midfielder,1979,26
3967,2005,Bogdan Lobont,Ajax,Eredivisie,Fiorentina,Serie A,1000000.0,1000000,Goalkeeper,1978,27
3971,2005,Aleksey Eremenko Jr.,Lecce,Serie A,Saturn,Premier Liga,1000000.0,315000,Midfielder,1983,22
3978,2005,Abubakari Yakubu,Ajax,Eredivisie,Vitesse,Eredivisie,675000.0,1000000,Midfielder,1985,20
3979,2005,Nikola Lazetic,AS Livorno,Serie A,Torino,Serie B,648000.0,1000000,Defender,1978,27
3981,2005,Björn Schlicke,Hamburger SV,Bundesliga,1. FC Köln,Bundesliga,585000.0,1000000,Defender,1981,24
3982,2005,Selim Benachour,Paris SG,Ligue 1,Vit. Guimarães,Liga NOS,563000.0,1000000,Midfielder,1981,24
3984,2005,Thomas Rytter,VfL Wolfsburg,Bundesliga,Bröndby IF,SAS Ligaen,450000.0,1000000,Defender,1974,31
3996,2005,Joris Van Hout,Bor. M'gladbach,Bundesliga,VfL Bochum,2. Bundesliga,90000.0,1000000,Defender,1977,28
4117,2005,Richard Morales,CA Osasuna,LaLiga,Málaga CF,LaLiga,1000000.0,675000,Forward,1975,30
4120,2005,Wolfgang Mair,Wacker Tirol,Bundesliga,RB Salzburg,Bundesliga,720000.0,1000000,Defender,1980,25
4123,2005,Anthony Lurling,Feyenoord,Eredivisie,1. FC Köln,Bundesliga,270000.0,1000000,Midfielder,1977,28
4124,2005,Sven Vermant,FC Schalke 04,Bundesliga,Club Brugge,Jupiler Pro League,225000.0,1000000,Midfielder,1973,32
4133,2005,Matthias Langkamp,Arm. Bielefeld,Bundesliga,VfL Wolfsburg,Bundesliga,1000000.0,1000000,Defender,1984,21
4151,2005,Alessandro Rosina,Parma,Serie A,Torino,Serie B,1000000.0,540000,Defender,1984,21
4153,2005,Andy Gray,Sunderland,Premier League,Burnley,Championship,990000.0,1000000,Forward,1978,27
4154,2005,Ronald Gercaliu,Sturm Graz,Bundesliga,RB Salzburg,Bundesliga,900000.0,1000000,Defender,1986,19
4158,2005,Tobias Rau,Bayern Munich ,Bundesliga,Arm. Bielefeld,Bundesliga,675000.0,1000000,Defender,1982,23
4160,2005,Niclas Jensen,Bor. Dortmund,Bundesliga,Fulham,Premier League,675000.0,1000000,Defender,1974,31
4163,2005,Christian Mayrleb,FC Pasching,Bundesliga,RB Salzburg,Bundesliga,450000.0,1000000,Forward,1972,33
4167,2005,Alexander Östlund,Feyenoord,Eredivisie,Southampton,Championship,135000.0,1000000,Defender,1979,26
4231,2005,John Mensah,Chievo Verona,Serie A,Stade Rennais,Ligue 1,1000000.0,225000,Defender,1983,22
4235,2005,Jason Culina,Twente FC,Eredivisie,PSV Eindhoven,Eredivisie,1000000.0,720000,Midfielder,1980,25
4241,2005,Danny Koevermans,Sparta R.,Eredivisie,AZ Alkmaar,Eredivisie,765000.0,1000000,Forward,1979,26
4245,2005,Patrik Jezek,FC Pasching,Bundesliga,RB Salzburg,Bundesliga,450000.0,1000000,Midfield,1977,28
4247,2005,Darren Moore,West Brom,Premier League,Derby,Championship,360000.0,1000000,Defender,1974,31
4300,2005,Souleymane Camara,Monaco,Ligue 1,OGC Nice,Ligue 1,900000.0,900000,Defender,1983,22
4316,2005,Hosny,Ismaily,Premier League,R. Strasbourg,Ligue 1,720000.0,900000,Midfielder,1985,20
4318,2005,Albert Streit,VfL Wolfsburg,Bundesliga,1. FC Köln,Bundesliga,450000.0,900000,Defender,1980,25
4320,2005,Arnaud Le Lan,Stade Rennais,Ligue 1,Guingamp,Ligue 2,450000.0,900000,Defender,1978,27
4322,2005,Arnaud Le Lan,Stade Rennais,Ligue 1,Guingamp,Ligue 2,450000.0,900000,Defender,1978,27
4323,2005,Romain Rocchi,Paris SG,Ligue 1,AC Ajaccio,Ligue 1,450000.0,900000,Midfielder,1981,24
4326,2005,László Bodnár,Roda JC,Eredivisie,RB Salzburg,Bundesliga,360000.0,900000,Defender,1979,26
4328,2005,Glenn Loovens,Feyenoord,Eredivisie,Cardiff,Championship,338000.0,900000,Defender,1984,21
4335,2005,Sean Thornton,Sunderland,Premier League,Doncaster,League One,225000.0,900000,Midfielder,1983,22
4341,2005,Sérgio da Silva Pinto,FC Schalke 04,Bundesliga,Alem. Aachen,2. Bundesliga,113000.0,900000,Midfielder,1981,24
4344,2005,Alioune Touré,Paris SG,Ligue 1,Leiria,Liga NOS,90000.0,900000,Defender,1978,27
4547,2005,Pedrag Filipovic,Roda JC,Eredivisie,KSC Lokeren,Jupiler Pro League,855000.0,720000,Defender,1975,30
4610,2005,Alexander Meier,Hamburger SV,Bundesliga,E. Frankfurt,Bundesliga,585000.0,765000,Forward,1983,22
4611,2005,Damien Perquis,Troyes,Ligue 1,Saint-Étienne,Ligue 1,540000.0,765000,Defender,1984,21
4660,2005,Matteo Melara,AS Livorno,Serie A,Torino,Serie B,198000.0,720000,Defender,1979,26
4753,2005,Massimo Bonanni,AS Roma,Serie A,US Palermo,Serie A,675000.0,630000,Midfield,1982,23
4760,2005,Jürgen Colin,PSV Eindhoven,Eredivisie,Norwich,Championship,360000.0,675000,Defender,1981,24
4766,2005,Leandro,Hannover 96,Bundesliga,Grasshoppers,Super League,270000.0,675000,Forward,1975,30
4770,2005,Carl Robinson,Sunderland,Premier League,Norwich,Championship,68000.0,675000,Midfielder,1977,28
4771,2005,Marcel Ketelaer,1.FC Nuremberg,Bundesliga,LR Ahlen,2. Bundesliga,63000.0,675000,Midfield,1978,27
4910,2005,Nader El-Sayed,El Masry,Premier League,El Ahly,Premier League,630000.0,-1,Goalkeeper,1973,32
4919,2005,Nader El-Sayed,El Masry,Premier League,El Ahly,Premier League,630000.0,-1,Goalkeeper,1973,32
4922,2005,Marius Ebbers,1. FC Köln,Bundesliga,Alem. Aachen,2. Bundesliga,270000.0,630000,Forward,1978,27
4924,2005,Timo Achenbach,1. FC Köln,Bundesliga,Greuther Fürth,2. Bundesliga,90000.0,630000,Defender,1982,23
4927,2005,Markus Dworrak,1.FSV Mainz 05,Bundesliga,Energie Cottbus,2. Bundesliga,36000.0,630000,Forward,1978,27
5004,2005,Jan-Paul Saeijs,ADO Den Haag,Eredivisie,Roda JC,Eredivisie,315000.0,585000,Defender,1978,27
5062,2005,Ned Zelic,Wacker Tirol,Bundesliga,Newcastle,A-League,135000.0,540000,Midfielder,1971,34
5066,2005,Patrick Pircher,Austria Vienna,Bundesliga,FC Augsburg,Regionalliga Süd,18000.0,540000,Defender,1982,23
5231,2005,Àngel Morales,Espanyol,LaLiga,Gimnàstic,2ª División,450000.0,270000,Midfielder,1975,30
5234,2005,Toni Velamazán,Espanyol,LaLiga,UD Almería,2ª División,405000.0,450000,Midfield,1977,28
5255,2005,Enrico Gaede,Bor. M'gladbach,Bundesliga,Hansa Rostock,2. Bundesliga,45000.0,450000,Midfielder,1982,23
5549,2005,Ian Breckin,Wigan,Premier League,Nottm Forest,League One,405000.0,180000,Defender,1975,30
5551,2005,Daniele Gastaldello,Juventus,Serie A,Siena,Serie A,405000.0,315000,Defender,1983,22
5556,2005,Franz Schiemer,SV Ried,Bundesliga,Austria Vienna,Bundesliga,360000.0,405000,Defender,1986,19
5639,2005,Gavin Williams,West Ham,Premier League,Ipswich,Championship,360000.0,360000,Midfielder,1980,25
5641,2005,Elvis Hammond,Fulham,Premier League,Leicester,Championship,360000.0,225000,Forward,1980,25
5656,2005,Aleksandar Rankovic,Vitesse,Eredivisie,ADO Den Haag,Eredivisie,315000.0,360000,Defender,1978,27
5664,2005,Toni Soldevilla,Espanyol,LaLiga,Poli Ejido,2ª División,135000.0,360000,Defender,1978,27
5668,2005,Daniele De Vezze,Fiorentina,Serie A,Genoa,Serie C1 - A,90000.0,360000,Midfielder,1980,25
5897,2005,David Graham,Wigan,Premier League,Sheff Wed,Championship,338000.0,-1,Forward,1978,27
5910,2005,Sherif Ekramy,El Ahly,Premier League,Feyenoord,Eredivisie,315000.0,-1,Goalkeeper,1983,22
5914,2005,Marc Janko,Admira Wacker,Bundesliga,RB Salzburg,Bundesliga,315000.0,180000,Forward,1983,22
5923,2005,Lloyd Dyer,West Brom,Premier League,Millwall,Championship,180000.0,315000,Midfield,1982,23
6376,2005,Mario Rebecchi,Inter,Serie A,Lumezzane,Serie C1 - A,230000.0,180000,Midfielder,1983,22
6377,2005,Ahmed Belal,El Ahly,Premier League,Konyaspor,Süper Lig,225000.0,-1,Forward,1980,25
6391,2005,Ahmed Belal,El Ahly,Premier League,Konyaspor,Süper Lig,225000.0,-1,Forward,1980,25
6407,2005,Liam Fontaine,Fulham,Premier League,Bristol City,League One,203000.0,45000,Defender,1986,19
6412,2006,Andriy Shevchenko,AC Milan,Serie A,Chelsea,Premier League,39000000.0,45000000,Forward,1976,30
6414,2006,Ruud van Nistelrooy,Man Utd,Premier League,Real Madrid,LaLiga,13000000.0,28000000,Forward,1976,30
6416,2006,Ronaldo,Real Madrid,LaLiga,AC Milan,Serie A,6000000.0,24000000,Forward,1976,30
6417,2006,Michael Carrick,Spurs,Premier League,Man Utd,Premier League,24000000.0,23000000,Midfielder,1981,25
6418,2006,Mahamadou Diarra,Olympique Lyon,Ligue 1,Real Madrid,LaLiga,23000000.0,18000000,Midfielder,1981,25
6421,2006,Joaquín,Real Betis,LaLiga,Valencia,LaLiga,22000000.0,19000000,Defender,1981,25
6427,2006,Dirk Kuyt,Feyenoord,Eredivisie,Liverpool,Premier League,16000000.0,15000000,Defender,1980,26
6428,2006,Pablo Aimar,Valencia,LaLiga,Real Zaragoza,LaLiga,9000000.0,16000000,Midfielder,1980,26
6430,2006,Dimitar Berbatov,Bay. Leverkusen,Bundesliga,Spurs,Premier League,14000000.0,15000000,Forward,1981,25
6431,2006,Ashley Cole,Arsenal,Premier League,Chelsea,Premier League,6000000.0,15000000,Defender,1981,25
6433,2006,Obafemi Martins,Inter,Serie A,Newcastle,Premier League,14000000.0,10000000,Forward,1985,21
6434,2006,Damien Duff,Chelsea,Premier League,Newcastle,Premier League,13000000.0,13000000,Midfield,1979,27
6435,2006,Ricardo Oliveira,Real Betis,LaLiga,AC Milan,Serie A,13000000.0,5000000,Forward,1980,26
6438,2006,Sébastien Frey,Parma,Serie A,Fiorentina,Serie A,5000000.0,13000000,Goalkeeper,1980,26
6443,2006,Daniel Van Buyten,Hamburger SV,Bundesliga,Bayern Munich ,Bundesliga,7000000.0,12000000,Defender,1978,28
6448,2006,Khalid Boulahrouz,Hamburger SV,Bundesliga,Chelsea,Premier League,11000000.0,11000000,Defender,1982,24
6449,2006,Ashley Young,Watford,Premier League,Aston Villa,Premier League,11000000.0,5000000,Midfield,1985,21
6453,2006,Didier Zokora,Saint-Étienne,Ligue 1,Spurs,Premier League,11000000.0,11000000,Midfielder,1981,25
6454,2006,Mateja Kezman,Atlético Madrid,LaLiga,Fenerbahce,Süper Lig,6000000.0,11000000,Forward,1979,27
6456,2006,David Pizarro,Inter,Serie A,AS Roma,Serie A,11000000.0,7000000,Midfielder,1979,27
6457,2006,Eidur Gudjohnsen,Chelsea,Premier League,FC Barcelona,LaLiga,10000000.0,10000000,Forward,1978,28
6461,2006,Asier del Horno,Chelsea,Premier League,Valencia,LaLiga,6000000.0,10000000,Defender,1981,25
6462,2006,Mark van Bommel,FC Barcelona,LaLiga,Bayern Munich ,Bundesliga,5000000.0,10000000,Midfielder,1977,29
6465,2006,Cani,Real Zaragoza,LaLiga,Villarreal,LaLiga,9000000.0,9000000,Midfielder,1981,25
6467,2006,Tomas Rosicky,Bor. Dortmund,Bundesliga,Arsenal,Premier League,9000000.0,9000000,Midfielder,1980,26
6469,2006,Mido,AS Roma,Serie A,Spurs,Premier League,6000000.0,9000000,Forward,1983,23
